SaleID,price
200000,1161.8946960206522
200001,1792.9310714387407
200002,8577.221617553956
200003,1337.203002795746
200004,2066.257851914269
200005,1227.107360782099
200006,384.3051246346911
200007,3677.2512860333836
200008,12246.168704093212
200009,616.9448857138871
200010,554.1710166438683
200011,2593.0524255027494
200012,6003.883572910867
200013,8180.148628460755
200014,2081.493255036299
200015,247.31592307519145
200016,1772.5561369660531
200017,8279.63828679594
200018,6623.976986895793
200019,632.1552970667467
200020,24395.64509949484
200021,7652.042534992595
200022,1881.134590622904
200023,1535.9631518493948
200024,938.8056554213128
200025,9328.87601164875
200026,580.3263237703669
200027,12707.035751677671
200028,4413.163599045418
200029,7683.749208167414
200030,17377.74844203095
200031,11653.06077121444
200032,580.7396291036612
200033,14360.879991565398
200034,834.0383987138098
200035,1912.9417238106284
200036,14322.987847112385
200037,6213.599956856788
200038,1292.541864402665
200039,315.80338473007987
200040,591.258518744783
200041,25113.29129700937
200042,382.3525025919512
200043,8202.095180597555
200044,17947.899362930057
200045,620.0390118272217
200046,15878.673852942928
200047,16799.4070049555
200048,2008.853392392738
200049,3113.7860369976142
200050,870.2104976538267
200051,4548.705009316123
200052,2948.2969824006063
200053,307.2664155498875
200054,13344.491831424184
200055,9744.133804059304
200056,8164.712380509773
200057,3413.1532289775932
200058,1216.9914642146741
200059,5103.907087569835
200060,8069.276026364627
200061,1199.1327155669146
200062,5228.192398480646
200063,8814.261847673719
200064,1234.2053062257303
200065,1888.700080233933
200066,551.01119530913
200067,9986.084176070208
200068,164.0828541049714
200069,18089.425150715513
200070,9032.846178361491
200071,369.6719732998733
200072,5660.088976154637
200073,19688.108742286455
200074,4399.164420563982
200075,14920.5174249183
200076,3345.6803358267707
200077,420.2287845698205
200078,381.5568321460662
200079,2899.5524754023536
200080,3407.785789524067
200081,2004.2534226085124
200082,4004.302692941168
200083,453.34600303838306
200084,1267.9981693188283
200085,1625.6333416191437
200086,6751.499494028398
200087,3302.1211810801806
200088,2631.0514896617115
200089,41345.98917737084
200090,2952.2299251973823
200091,212.78195946416835
200092,2054.2970875214187
200093,16965.001833511466
200094,6805.18932607617
200095,5448.296906886433
200096,2332.134647187115
200097,1242.821387535334
200098,390.25084859597155
200099,20057.35602821122
200100,21914.424069614557
200101,8009.050573930639
200102,1773.3348100256449
200103,10277.485561616748
200104,5525.606934802807
200105,3337.6015973377803
200106,8768.43640344862
200107,1841.7079954800233
200108,14696.794541314317
200109,8182.932569193083
200110,1205.5431050709828
200111,1682.6530651854048
200112,1887.527757615844
200113,586.1713245133925
200114,2327.1516321037607
200115,1297.9883790687923
200116,13424.009548846396
200117,16858.4725069458
200118,58377.91751179975
200119,247.16539884738273
200120,3435.0172732664696
200121,2651.2344516722005
200122,685.9392770045658
200123,2183.9024010120556
200124,52990.076671699986
200125,794.9358802709717
200126,3497.993322181403
200127,15057.913073011245
200128,1607.3697454993276
200129,5567.697939537384
200130,3790.787259055536
200131,3103.1430142676213
200132,1187.1875643744816
200133,2790.8458342092663
200134,1278.948423277718
200135,2960.6486619019697
200136,3848.734837483239
200137,1304.0865621378516
200138,9709.687374629215
200139,6508.866718516865
200140,2600.8952588680704
200141,1472.6546535282414
200142,5678.913459346892
200143,9119.830643621437
200144,1362.7158183516194
200145,6090.995459278325
